3959.94 0 3726
3846.07 0 3726
3845.4 0 3726
3845.06 0 3726
3845.04 0 3726
3844.92 0 3726
3843.89 0 3726
3841.73 0 3726
3839.02 0 3726
3834.69 0 3726
3833.15 0 3726
3832.89 0 3726
3831.43 0 3726
3830.58 0 3726
3829.95 0 3726
3829.2 0 3726
3828.65 0 3726
3827.83 0 3726
3827.6 0 3726
3827.49 0 3726
3826.15 0 3726
3824 0 3726
3823.69 0 3726
3823.59 0 3726
3823.44 0 3726
3823.43 0 3726
3823.36 0 3726
3823.08 0 3726
3822.8 0 3726
3822.33 0 3726
3819.83 0 3726
3819.68 0 3726
3819.5 0 3726
3817.77 0 3726
3817.29 0 3726
3816.74 0 3726
3816.2 0 3726
3815.48 0 3726
3814.9 0 3726
3813.67 0 3726
3812.29 0 3726
3811.99 0 3726
3811.62 0 3726
3811.34 0 3726
3811.29 0 3726
3811.11 0 3726
3810.5 0 3726
3809.94 0 3726
3809.1 0 3726
3808.79 0 3726
3808.5 0 3726
3808.44 0 3726
3808.27 0 3726
3807.4 0 3726
3806.28 0 3726
3805.73 0 3726
3805.29 0 3726
3804.88 0 3726
3804.84 0 3726
3804.7 0 3726
3803.69 0 3726
3803.2 0 3726
3803.18 0 3726
3803.02 0 3726
3802.87 0 3726
3802.41 0 3726
3802.03 0 3726
3801.96 0 3726
3801.91 0 3726
3801.68 0 3726
3801.58 0 3726
3801.35 0 3726
3801.3 0 3726
3801.25 0 3726
3801.12 0 3726
3800.99 0 3726
3800.9 0 3726
3800.75 0 3726
3800.45 0 3726
3800.41 0 3726
3800.32 0 3726
3800.29 0 3726
3799.92 0.008 2376
3799.87 0 3726
3799.87 0 3726
3799.37 0 3726
3799.28 0 3726
3798.81 0 3726
3798.58 0 3726
3798.4 0 3726
3798.07 0 3726
3797.51 0 3726
3797.36 0 3726
3797.17 0 3726
3797.08 0 3726
3797.03 0 3726
3796.65 0 3726
3796.28 0 3726
3796.26 0 3726
3795.96 0 3726
3795.73 0 3726
3795.6 0 3726
3795.27 0 3726
3794.84 0 3726
3794.66 0 3726
3794.65 0 3726
3793.91 0 3726
3793.72 0 3726
3793.07 0 3726
3792.7 0 3726
3792.07 0 3726
3792.04 0 3726
3791.71 0.009 2376
3790.74 0 3726
3790.71 0 3726
3790.62 0 3726
3790.32 0 3726
3789.84 0 3726
3789.72 0 3726
3789.15 0 3726
3788.68 0 3726
3788.56 0 3726
3788.43 0.0046 2376
3788.36 0 3726
3788.31 0 3726
3788.11 0 3726
3787.78 0 3726
3787.63 0 3726
3787.39 0 3726
3787.23 0 3726
3787.09 0 3726
3786.68 0 3726
3786.65 0.0074 2376
3786.55 0 3726
3785.79 0 3726
3785.6 0 3726
3785.58 0 3726
3785.46 0 3726
3785.34 0 3726
3785.29 0 3726
3784.75 0 3726
3784.71 0.0087 2376
3784.67 0 3726
3784.51 0 3726
3784.51 0 3726
3784.28 0 3726
3783.76 0 3726
3783.73 0 3726
