664.739 0 504
663.743 0 504
663.599 0 504
662.958 0 504
662.414 0 504
662.099 0 504
661.813 0 504
661.196 0 504
661.107 0 504
661.095 0 504
660.387 0 504
660.167 0 504
659.521 0 504
659.428 0 504
659.222 0 504
658.644 0 504
646.088 0 504
645.005 0 504
644.355 0 504
642.971 0 504
641.242 0 504
641.231 0 504
640.452 0 504
637.03 0 504
636.488 0 504
634.952 0 504
632.43 0 504
632.274 0 504
629.413 0 504
629.077 0 504
626.516 0 504
624.499 0 504
624.012 0 504
623.54 0 504
622.755 0 504
621.648 0 504
621.334 0 504
619.863 0 504
619.836 0 504
618.531 0 504
618.022 0 504
617.936 0 504
615.342 0 504
613.997 0 504
607.793 0 504
604.925 0 504
602.927 0 504
602.852 0 504
602.324 0 504
602.083 0 504
599.961 0 504
599.838 0 504
599.522 0 504
598.824 0 504
596.995 0 504
593.713 0 504
593.647 0 504
593.371 0 504
593.076 0 504
592.412 0 504
591.15 0 504
590.459 0 504
589.641 0 504
589.486 0 504
584.972 0 504
580.862 0 504
580.251 0 504
579.637 0 504
570.352 0 432
570.262 0 432
569.626 0 432
568.472 0 432
566.383 0 432
562.631 0 432
562.046 0 432
557.339 0 432
557.134 0 432
555.986 0 432
555.381 0 432
555.28 0 432
555.003 0 432
554.972 0 432
554.624 0 432
554.276 0 432
554.073 0 432
553.545 0 432
553.524 0 432
553.43 0 432
553.235 0 432
552.954 0 432
552.746 0 432
551.046 0 432
550.923 0 432
550.742 0 432
550.443 0 432
549.93 0 432
549.909 0 432
549.724 0 432
549.645 0 432
547.089 0 432
545.659 0 432
544.277 0 432
544.039 0 432
543.823 0 432
542.907 0 432
542.876 0 432
542.751 0 432
541.85 0 432
541.483 0 432
541.481 0 432
541.431 0 432
541.058 0 432
540.667 0 432
540.639 0 432
540.115 0 432
539.794 0 432
539.746 0 432
539.206 0 432
539.119 0 432
538.95 0 432
538.944 0 432
538.526 0 432
538.284 0 432
538.136 0 432
538.01 0 432
536.936 0 432
536.741 0 432
535.927 0 432
535.233 0 432
535.079 0 432
534.907 0 432
534.713 0 432
534.539 0 432
534.361 0 432
534.324 0 432
533.469 0 432
533.36 0 432
533.189 0 432
533.161 0 432
533.092 0 432
532.622 0 432
532.13 0 432
531.69 0 432
531.456 0 432
531.276 0 432
531.234 0 432
530.854 0 432
530.584 0 432
530.187 0 432
530.07 0 432
529.005 0 432
528.535 0 432
528.123 0 432
528.008 0 432
527.84 0 432
527.25 0 432
526.955 0 432
526.848 0 432
526.829 0 432
526.516 0 432
526.386 0 432
526.132 0 432
525.682 0 432
525.608 0 432
525.553 0 432
525.505 0 432
525.488 0 432
525.365 0 432
525.259 0 432
525.218 0 432
525.032 0 432
524.981 0 432
524.953 0 432
523.338 0 432
522.901 0 432
522.869 0 432
522.84 0 432
522.802 0 432
522.758 0 432
522.106 0 432
521.605 0 432
520.882 0 432
520.762 0 432
520.519 0 432
520.39 0 432
519.726 0 432
518.933 0 432
518.888 0 432
518.844 0 432
518.703 0 432
518.68 0 432
518.144 0 432
517.88 0 432
517.876 0 432
517.851 0 432
517.383 0 432
517.289 0 432
516.827 0 432
516.662 0 432
516.548 0 432
516.372 0 432
516.37 0 432
516.116 0 432
515.845 0 432
515.22 0 432
515.029 0 432
514.951 0 432
514.098 0 432
513.769 0 432
513.761 0 432
513.383 0 432
513.343 0 432
513.294 0 432
512.912 0 432
512.637 0 432
512.1 0 432
512.037 0 432
511.857 0 432
509.85 0 432
509.353 0 432
508.292 0 432
508.069 0 432
508.061 0 432
507.333 0 432
506.953 0 432
506.482 0 432
506.464 0 432
506.291 0 432
506.179 0 432
506.14 0 432
506.056 0 432
505.772 0 432
505.318 0 432
505.119 0 432
504.857 0 432
504.831 0 432
504.474 0 432
504.257 0 432
503.999 0 432
503.655 0 432
503.608 0 432
503.183 0 432
502.817 0 432
502.74 0 432
502.587 0 432
502.495 0 432
502.236 0 432
502.164 0 432
502.002 0 432
501.65 0 432
501.208 0 432
500.814 0 432
500.555 0 432
500.421 0 432
500.234 0 432
500.166 0 432
499.229 0 432
498.943 0 432
497.949 0 432
497.066 0 432
495.158 0 432
492.223 0 432
491.058 0 432
490.214 0 432
489.761 0 432
489.29 0 432
488.373 0 432
488.195 0 432
488.192 0 432
487.662 0 432
487.332 0 432
485.866 0 432
485.722 0 432
484.35 0 432
482.782 0 432
481.977 0 432
480.002 0 432
479.363 0 432
478.801 0 432
478.74 0 432
477.963 0 432
477.325 0 432
477.229 0 432
477.176 0 432
476.619 0 432
476.504 0 432
471.557 0 432
470.295 0 432
469.572 0 432
469.226 0 432
468.875 0 432
468.828 0 432
466.582 0 432
465.402 0 432
445.197 0 432
444.629 0 432
437.978 0 432
437.856 0 432
437.681 0 432
437.52 0 432
